produto_texto,qtde_kg,PIB_total_(dolar_corrente),população_total,PIB_per_capita,taxa_crescimento_PIB,taxa_inflação_(CPI),expectativa_vida,taxa_alfabetização,exportacao_abs,importacao_abs,IDH_estimado,pais_cat,valor_dolar_ajustado,qtde_lag1,valor_ajustado_lag1,PIB_lag1,exportacao_abs_lag1,importacao_Abs_lag1,taxa_inflação_(CPI)_lag1
Vinhos de mesa,47664,1363482182197.71,144640716.0,9277.7138671875,-1.97271922580408,15.5344050528403,71.1834146341463,100.0,39136560074108.73,28164033237251.617,0.8093273679160272,cat_A,24140.409168962564,190656.0,81411.58150851582,2059241589895.01,55828298596648.734,42606211384497.37,7.82341183865513
Espumantes,47765,1657328773461.31,145398106.0,11211.8876953125,2.80724541059601,2.87829723647884,72.6621951219512,100.0,51034550526660.95,34451959818238.16,0.8093273679160272,cat_A,22785.85367990538,0.0,0.0,1363482182197.71,39136560074108.73,28164033237251.617,15.5344050528403
Espumantes,71654,1693115002708.32,145453291.0,11447.701171875,2.19807571335009,4.47036660760173,73.0839024390244,100.0,48141068062734.23,35208873326866.57,0.8093273679160272,cat_A,33570.49108766824,47765.0,22785.85367990538,1657328773461.31,51034550526660.95,34451959818238.16,2.87829723647884
Suco de uva,72,1693115002708.32,145453291.0,11447.701171875,2.19807571335009,4.47036660760173,73.0839024390244,100.0,48141068062734.23,35208873326866.57,0.8093273679160272,cat_A,101.84030556566023,98050.0,190707.66322916668,1693115002708.32,48141068062734.23,35208873326866.57,4.47036660760173
Vinhos de mesa,1463,1493075894362.14,145245148.0,10108.3271484375,-2.65365450102773,3.38165937237898,71.3387804878049,100.0,38106559958442.66,30525522617683.6,0.8093273679160272,cat_A,10362.932603328298,47664.0,24140.409168962564,1693115002708.32,48141068062734.23,35208873326866.57,4.47036660760173
Vinhos de mesa,181931,1843392293734.38,144746762.0,12521.5224609375,5.61429037578345,6.69445891957612,69.900243902439,100.0,54880027371110.76,37651705331528.56,0.824313167874069,cat_A,362259.4531276525,1463.0,10362.932603328298,1493075894362.14,38106559958442.66,30525522617683.6,3.38165937237898
Espumantes,990,2266029240645.34,144236933.0,15445.2421875,-2.06971152527731,6.69445891957612,72.5456097560976,100.0,63507099122607.25,34518390918692.883,0.824313167874069,cat_A,5659.48956962977,71654.0,33570.49108766824,1843392293734.38,54880027371110.76,37651705331528.56,6.69445891957612
Suco de uva,24,2266029240645.34,144236933.0,15445.2421875,-2.06971152527731,6.69445891957612,72.5456097560976,100.0,63507099122607.25,34518390918692.883,0.824313167874069,cat_A,39.65930190839043,72.0,101.84030556566023,2266029240645.34,63507099122607.25,34518390918692.883,6.69445891957612
Vinhos de mesa,66046,2266029240645.34,144236933.0,15445.2421875,-2.06971152527731,6.69445891957612,72.5456097560976,100.0,63507099122607.25,34518390918692.883,0.824313167874069,cat_A,127143.43442620152,181931.0,362259.4531276525,2266029240645.34,63507099122607.25,34518390918692.883,6.69445891957612
Uvas frescas,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_D,19.29371444191967,0.0,0.0,0.0,0.0,0.0,0.0
Uvas frescas,36,1055499777.77778,46758.0,22573.6724791004,2.2849480914594,3.55711230848243,72.145,95.0,0.0,0.0,0.0,cat_D,156.4831474686743,0.0,0.0,0.0,0.0,0.0,0.0
Vinhos de mesa,16,1055499777.77778,46758.0,22573.6724791004,2.2849480914594,3.55711230848243,72.145,95.0,0.0,0.0,0.0,cat_D,31.91432612847963,0.0,0.0,1055499777.77778,0.0,0.0,3.55711230848243
Uvas frescas,2880,102085769.123419,153814.0,663.696211810494,8.29151946119818,9.79241974934509,62.158,85.0,0.0,0.0,0.5129611849131791,cat_C,12274.78695652174,0.0,0.0,0.0,0.0,0.0,0.0
Suco de uva,120,322002845.229335,206970.0,1555.79477812888,4.11297966281954,5.6902961992902,67.074,90.0,0.0,0.0,0.6145856707553418,cat_C,565.643513381201,0.0,0.0,102085769.123419,0.0,0.0,9.79241974934509
Vinhos de mesa,2184,383717327.830508,210187.0,1825.59971753966,4.37812808264972,7.86859628873909,67.602,90.0,0.0,0.0,0.6145856707553418,cat_C,2944.421991421984,0.0,0.0,322002845.229335,0.0,0.0,5.6902961992902
Uvas frescas,20,869111111.111111,103526.0,8395.09988902412,-3.73914599187015,-0.628131309354654,69.605,96.9000015258789,0.0,0.0,0.6067005495331962,cat_D,83.63068416721083,0.0,0.0,0.0,0.0,0.0,0.0
Uvas frescas,19,872225925.925926,102841.0,8481.30537359541,0.75379707990075,1.57272932500558,69.132,96.9000015258789,0.0,0.0,0.6067005495331962,cat_D,90.29686681182419,20.0,83.63068416721083,869111111.111111,0.0,0.0,-0.628131309354654
Vinhos de mesa,8,872225925.925926,102841.0,8481.30537359541,0.75379707990075,1.57272932500558,69.132,96.9000015258789,0.0,0.0,0.6067005495331962,cat_D,55.567302653430275,0.0,0.0,872225925.925926,0.0,0.0,1.57272932500558
Uvas frescas,53,966492592.592592,102046.0,9471.14627317673,7.1598328657349,5.66009779226552,71.191,96.9000015258789,0.0,0.0,0.6067005495331962,cat_D,174.71530300182812,19.0,90.29686681182419,872225925.925926,0.0,0.0,1.57272932500558
Vinhos de mesa,20,966492592.592592,102046.0,9471.14627317673,7.1598328657349,5.66009779226552,71.191,96.9000015258789,0.0,0.0,0.6067005495331962,cat_D,54.66552425210573,8.0,55.567302653430275,966492592.592592,0.0,0.0,5.66009779226552
Uvas frescas,20,1065962962.96296,101323.0,10520.4441534791,6.01610914506236,4.56457719814894,71.23,96.9000015258789,0.0,0.0,0.6067005495331962,cat_D,85.44803447302611,53.0,174.71530300182812,966492592.592592,0.0,0.0,5.66009779226552
Vinhos de mesa,39,1065962962.96296,101323.0,10520.4441534791,6.01610914506236,4.56457719814894,71.23,96.9000015258789,0.0,0.0,0.6067005495331962,cat_D,143.0997203825377,20.0,54.66552425210573,1065962962.96296,0.0,0.0,4.56457719814894
Vinhos de mesa,284,4510108290.69571,5845638.0,771.533969550579,3.98776197168547,8.72902766072327,48.294,95.0,72656062509.21922,149696030001.57773,0.0,cat_B,2116.639368932039,0.0,0.0,0.0,0.0,0.0,0.0
Vinhos de mesa,178,4095892780.58289,5997160.0,682.972070210382,5.18022967002236,5.91319372031626,49.083,95.0,87441579988.90175,182280829886.1152,0.0,cat_B,1273.39099009901,284.0,2116.639368932039,4510108290.69571,72656062509.21922,149696030001.57773,8.72902766072327
Uvas frescas,6109,4013951442.67081,6156961.0,651.93712330983,8.01038437134387,17.3763852168922,49.863,95.0,78746042492.38066,150465062571.40524,0.0,cat_B,29867.093595854923,0.0,0.0,4095892780.58289,87441579988.90175,182280829886.1152,5.91319372031626
Vinhos de mesa,567,4013951442.67081,6156961.0,651.93712330983,8.01038437134387,17.3763852168922,49.863,95.0,78746042492.38066,150465062571.40524,0.0,cat_B,3055.623419689119,178.0,1273.39099009901,4013951442.67081,78746042492.38066,150465062571.40524,17.3763852168922
Uvas frescas,2000,3569356124.93159,6324504.0,564.369336303935,-5.64746028114288,11.6169845681475,50.811,95.0,84700703515.33524,160029754352.0779,0.0,cat_B,8188.668674698796,6109.0,29867.093595854923,4013951442.67081,78746042492.38066,150465062571.40524,17.3763852168922
Vinhos de mesa,353,3569356124.93159,6324504.0,564.369336303935,-5.64746028114288,11.6169845681475,50.811,95.0,84700703515.33524,160029754352.0779,0.0,cat_B,1395.2231626506025,567.0,3055.623419689119,3569356124.93159,84700703515.33524,160029754352.0779,11.6169845681475
Uvas frescas,4000,5392093445.51053,6878192.0,783.940524706279,3.12698554897204,6.18477854456934,53.718,95.0,89298243664.94182,152400749153.84634,0.0,cat_B,10303.653284671534,2000.0,8188.668674698796,3569356124.93159,84700703515.33524,160029754352.0779,11.6169845681475
Uvas frescas,1200,6487353102.81483,7081530.0,916.09484148409,6.25586340662731,-4.14072378633809,54.632,95.0,92947180589.62802,162602977869.9608,0.0,cat_B,2982.254577464789,4000.0,10303.653284671534,5392093445.51053,89298243664.94182,152400749153.84634,6.18477854456934
Uvas frescas,3480,6418419388.63499,7289618.0,880.487755138196,-0.816575488243529,-1.82668225079295,55.546,27.0,96437493712.1916,164354873624.4079,0.3647255817084605,cat_B,8304.93616229924,1200.0,2982.254577464789,6487353102.81483,92947180589.62802,162602977869.9608,-4.14072378633809
Uvas frescas,1440,6366039372.53683,7502207.0,848.555548058968,3.97378331483225,0.447309340771316,56.209,27.0,104300767501.34991,169167861203.5104,0.3647255817084605,cat_B,3278.5560000000005,3480.0,8304.93616229924,6418419388.63499,96437493712.1916,164354873624.4079,-1.82668225079295
Uvas frescas,11308,7390967360.42121,7720523.0,957.314337438177,-0.746282224252312,0.325098630183258,56.674,27.0,126061090558.65169,204974897470.0324,0.3647255817084605,cat_B,24423.10071920429,1440.0,3278.5560000000005,6366039372.53683,104300767501.34991,169167861203.5104,0.447309340771316
Uvas frescas,6272,7255210469.51743,7943085.0,913.399575796737,2.65996265739379,-1.75355690199309,57.037,27.0,112569882044.2572,193475933125.76376,0.3647255817084605,cat_B,12996.67420704846,11308.0,24423.10071920429,7390967360.42121,126061090558.65169,204974897470.0324,0.325098630183258
Uvas frescas,4352,7769817839.95644,8168395.0,951.204960087807,1.32023303661357,-0.109942967085646,57.287,27.0,116462353248.3349,205649910591.6773,0.3647255817084605,cat_B,8755.567526728439,6272.0,12996.67420704846,7255210469.51743,112569882044.2572,193475933125.76376,-1.75355690199309
Suco de uva,1353,5034588195.55806,8624078.0,583.782776032181,-0.0475209486617416,32.2936668569551,57.479,27.0,106841206706.94026,168742759589.3392,0.3647255817084605,cat_B,2118.7765789473688,0.0,0.0,7769817839.95644,116462353248.3349,205649910591.6773,-0.109942967085646
Suco de uva,627,10076816666.6196,10975704.0,918.102079522155,4.64329393683312,0.51478178102298,60.308,39.0,192483954826.9096,348229997566.3411,0.4062602073035976,cat_B,469.95228692429856,1353.0,2118.7765789473688,5034588195.55806,106841206706.94026,168742759589.3392,32.2936668569551
Suco de uva,1880,11009033437.939,11235472.0,979.846101520171,4.31023852639633,1.71133325855503,60.98,39.0,218051935308.9895,386379708992.8738,0.4062602073035976,cat_B,1325.107142857143,627.0,469.95228692429856,10076816666.6196,192483954826.9096,348229997566.3411,0.51478178102298
Uvas frescas,10,27520784129.7508,17220867.0,1598.10676952274,6.54400109964304,2.18032278088147,66.868,46.8336715698242,678101170868.5006,1231180583472.6829,0.516839772333006,cat_B,34.72956415839392,4352.0,8755.567526728439,11009033437.939,218051935308.9895,386379708992.8738,1.71133325855503
Suco de uva,840,856890459.363958,3638438.0,235.510529343624,-5.31134047950714,0.0,43.556,95.0,12701217118.178274,14232430310.16884,0.0,cat_B,3950.2657527881042,0.0,0.0,0.0,0.0,0.0,0.0
Suco de uva,12,6390514688.52816,7554563.0,845.914540460932,3.47290262012454,16.0295447693699,59.059,44.833179473877,71821882306.18892,167039326837.1503,0.4331036345852482,cat_B,16.239917644669404,840.0,3950.2657527881042,856890459.363958,12701217118.178274,14232430310.16884,0.0
Vinhos de mesa,18,6523577590.38319,7731991.0,843.71251730417,5.50270937378153,14.8049990906021,59.593,43.5777816772461,63240479894.99928,181797834925.46985,0.4405634059199501,cat_B,879.7530010913059,0.0,0.0,6390514688.52816,71821882306.18892,167039326837.1503,16.0295447693699
Espumantes,450,6688594757.62129,7912558.0,845.313836261458,-1.2533490322766,13.4468711101052,59.694,43.5777816772461,66150501422.84881,138599337512.883,0.4405634059199501,cat_B,2593.7632480845095,0.0,0.0,6523577590.38319,63240479894.99928,181797834925.46985,14.8049990906021
Vinhos de mesa,9240,6688594757.62129,7912558.0,845.313836261458,-1.2533490322766,13.4468711101052,59.694,43.5777816772461,66150501422.84881,138599337512.883,0.4405634059199501,cat_B,15817.107657711613,18.0,879.7530010913059,6688594757.62129,66150501422.84881,138599337512.883,13.4468711101052
Espumantes,225,7165214367.64956,8094602.0,885.184270659578,5.8968527047094,11.8739588840234,60.26,43.5777816772461,111428867011.35356,190610825787.81915,0.4405634059199501,cat_B,1238.6877883160498,450.0,2593.7632480845095,6688594757.62129,66150501422.84881,138599337512.883,13.4468711101052
Vinhos de mesa,6525,7165214367.64956,8094602.0,885.184270659578,5.8968527047094,11.8739588840234,60.26,43.5777816772461,111428867011.35356,190610825787.81915,0.4405634059199501,cat_B,14997.383455733108,9240.0,15817.107657711613,7165214367.64956,111428867011.35356,190610825787.81915,11.8739588840234
Espumantes,225,7119137321.90082,8276807.0,860.130884035452,5.3135546141915,27.2082883814653,61.275,48.6399993896484,119495886500.58923,201340807181.2727,0.4647754293810541,cat_B,1248.732073602023,225.0,1238.6877883160498,7165214367.64956,111428867011.35356,190610825787.81915,11.8739588840234
Uvas frescas,1,7119137321.90082,8276807.0,860.130884035452,5.3135546141915,27.2082883814653,61.275,48.6399993896484,119495886500.58923,201340807181.2727,0.4647754293810541,cat_B,4.287492098204371,0.0,0.0,7119137321.90082,119495886500.58923,201340807181.2727,27.2082883814653
Vinhos de mesa,8101,7119137321.90082,8276807.0,860.130884035452,5.3135546141915,27.2082883814653,61.275,48.6399993896484,119495886500.58923,201340807181.2727,0.4647754293810541,cat_B,16273.176258734691,6525.0,14997.383455733108,7119137321.90082,119495886500.58923,201340807181.2727,27.2082883814653
Espumantes,271,6411869546.28929,8460512.0,757.85833603088,5.7100218981806,47.6428733253179,61.786,48.6399993896484,138012385428.21774,220212202606.2112,0.4647754293810541,cat_B,1324.9592815275253,225.0,1248.732073602023,7119137321.90082,119495886500.58923,201340807181.2727,27.2082883814653
Uvas frescas,2,6411869546.28929,8460512.0,757.85833603088,5.7100218981806,47.6428733253179,61.786,48.6399993896484,138012385428.21774,220212202606.2112,0.4647754293810541,cat_B,5.147471956206392,1.0,4.287492098204371,6411869546.28929,138012385428.21774,220212202606.2112,47.6428733253179
Vinhos de mesa,23200,6411869546.28929,8460512.0,757.85833603088,5.7100218981806,47.6428733253179,61.786,48.6399993896484,138012385428.21774,220212202606.2112,0.4647754293810541,cat_B,39684.9497935688,8101.0,16273.176258734691,6411869546.28929,138012385428.21774,220212202606.2112,47.6428733253179
Suco de uva,19200,16084252378.473,2646466.0,6077.63424070932,7.10214484891354,3.916286779942,72.6878048780488,83.0,2981256212429.579,3010725611776.3853,0.7320839073446294,cat_B,35890.57252849741,0.0,0.0,0.0,0.0,0.0,0.0
Suco de uva,9640,19749361097.965,2732221.0,7228.31758410647,8.79228623912256,2.60098522167485,73.290243902439,83.0,3090066256507.341,3093923331755.8086,0.7320839073446294,cat_B,37974.78577478345,19200.0,35890.57252849741,16084252378.473,2981256212429.579,3010725611776.3853,3.916286779942
Suco de uva,10203,19156532745.7691,2735957.0,7001.7667477117,-0.622701650113157,0.480122911465361,73.890243902439,83.0,2916051755660.782,2910308940040.3154,0.7320839073446294,cat_B,30896.617304832715,9640.0,37974.78577478345,19749361097.965,3090066256507.341,3093923331755.8086,2.60098522167485
Suco de uva,4032,18586746056.9974,2733373.0,6799.93036332671,1.34281041445436,-1.38570336391442,74.2463414634146,83.0,2764424344347.9897,2715440207263.3096,0.7320839073446294,cat_B,12115.378987226279,10203.0,30896.617304832715,19156532745.7691,2916051755660.782,2910308940040.3154,0.480122911465361
Suco de uva,6216,20919215578.2125,2774789.0,7539.02930212443,10.7979324702819,0.523306521949774,74.5487804878049,83.0,3430821162854.783,3368728759070.4497,0.7320839073446294,cat_B,20411.875774647888,4032.0,12115.378987226279,18586746056.9974,2764424344347.9897,2715440207263.3096,-1.38570336391442
Suco de uva,22165,25371462488.1292,2846108.0,8914.44122574729,11.26359213382,1.52318519232631,74.6975609756098,83.0,4686467236467.238,4443888888888.905,0.7320839073446294,cat_B,75547.87234995775,6216.0,20411.875774647888,20919215578.2125,3430821162854.783,3368728759070.4497,0.523306521949774
Suco de uva,1060,30465364738.6206,2930901.0,10394.5389962406,10.1588286387889,2.34545627195897,74.9463414634146,83.0,5462308686145.893,5126619956271.118,0.7320839073446294,cat_B,4558.6095000000005,22165.0,75547.87234995775,25371462488.1292,4686467236467.238,4443888888888.905,1.52318519232631
Suco de uva,9530,36144336768.7023,3047132.0,11861.7561591366,9.82089955731777,3.46075338652822,75.2951219512195,89.0,6404506998923.249,6041152643183.126,0.817432885646832,cat_B,37143.46567712319,1060.0,4558.6095000000005,30465364738.6206,5462308686145.893,5126619956271.118,2.34545627195897
Suco de uva,12710,45466164978.2923,3135083.0,14502.3799938606,6.68839753958379,3.42570173078644,75.6463414634146,89.0,7663149059334.312,7062795947901.566,0.817432885646832,cat_B,52198.58660792952,9530.0,37143.46567712319,36144336768.7023,6404506998923.249,6041152643183.126,3.46075338652822
Suco de uva,5144,52131320032.8797,3230698.0,16136.2405377661,6.63980556949564,2.26307118702852,75.9463414634146,89.0,8430987245291.021,7798132190523.178,0.817432885646832,cat_B,19742.5079828938,12710.0,52198.58660792952,45466164978.2923,7663149059334.312,7062795947901.566,3.42570173078644
Uvas frescas,11480,92538372869.6942,4175950.0,22159.8373710639,3.92336076702013,-0.391676866585059,78.5512195121951,93.0,17035029833775.29,15329897218120.57,0.8818017805985763,cat_B,19529.27626459144,0.0,0.0,52131320032.8797,8430987245291.021,7798132190523.178,2.26307118702852
Vinhos de mesa,31,115033593101.049,4166664.0,27608.080013423,9.93998268434957,1.66272719863071,79.490243902439,93.0,24611632276828.9,21577083091748.51,0.8818017805985763,cat_B,612.7646426680783,0.0,0.0,92538372869.6942,17035029833775.29,15329897218120.57,-0.391676866585059
Vinhos de mesa,7270,180941701357.97,4588599.0,39432.8860198877,9.02151951268893,2.10488003633211,80.4414634146342,93.0,38500665515671.64,32842561419200.504,0.8818017805985763,cat_B,27026.556587666753,31.0,612.7646426680783,115033593101.049,24611632276828.9,21577083091748.51,1.66272719863071
Espumantes,378,193617323539.203,4839396.0,40008.5720489092,1.86348345462035,6.62778177352131,80.790243902439,93.0,44337161035607.07,40336867013791.49,0.8818017805985763,cat_B,2816.313925026591,0.0,0.0,180941701357.97,38500665515671.64,32842561419200.504,2.10488003633211
Vinhos de mesa,1233,193617323539.203,4839396.0,40008.5720489092,1.86348345462035,6.62778177352131,80.790243902439,93.0,44337161035607.07,40336867013791.49,0.8818017805985763,cat_B,6846.279945007734,7270.0,27026.556587666753,193617323539.203,44337161035607.07,40336867013791.49,6.62778177352131
Espumantes,976,194150283771.566,4987573.0,38926.8054365453,0.127953382778088,0.596720257424944,81.2414634146342,93.0,37052598288776.58,32490637772728.246,0.8818017805985763,cat_B,4070.673944354587,378.0,2816.313925026591,193617323539.203,44337161035607.07,40336867013791.49,6.62778177352131
Vinhos de mesa,2419,194150283771.566,4987573.0,38926.8054365453,0.127953382778088,0.596720257424944,81.2414634146342,93.0,37052598288776.58,32490637772728.246,0.8818017805985763,cat_B,8933.842600577056,1233.0,6846.279945007734,194150283771.566,37052598288776.58,32490637772728.246,0.596720257424944
Espumantes,247,239807980591.24,5076732.0,47236.683084953,14.5197497108994,2.82366134885608,81.5414634146342,96.0,47481730946939.91,41171815640245.68,0.9455731320363188,cat_B,1061.6652694720624,976.0,4070.673944354587,194150283771.566,37052598288776.58,32490637772728.246,0.596720257424944
Vinhos de mesa,1533,239807980591.24,5076732.0,47236.683084953,14.5197497108994,2.82366134885608,81.5414634146342,96.0,47481730946939.91,41171815640245.68,0.9455731320363188,cat_B,7917.893825439337,2419.0,8933.842600577056,239807980591.24,47481730946939.91,41171815640245.68,2.82366134885608
Vinhos de mesa,911,279356499090.458,5183688.0,53891.4570264372,6.21493416858989,5.2477933984048,81.7439024390244,96.0,56800916856419.58,49102749615193.78,0.9533149571522342,cat_B,4625.727032662188,1533.0,7917.893825439337,239807980591.24,47481730946939.91,41171815640245.68,2.82366134885608
Vinhos de mesa,1212,295092888076.589,5312437.0,55547.5553077786,4.43549759378537,4.57560270376527,81.9951219512195,96.0,58050558704816.266,50901561684788.64,0.9561349850447916,cat_B,7254.930834429472,911.0,4625.727032662188,279356499090.458,56800916856419.58,49102749615193.78,5.2477933984048
Vinhos de mesa,766,307576360584.992,5399162.0,56967.4257940383,4.81763099120676,2.35860415399832,82.2463414634147,97.0,60001318628626.31,52892056261488.086,0.962014956823506,cat_B,7781.731096296742,1212.0,7254.930834429472,295092888076.589,58050558704816.266,50901561684788.64,4.57560270376527
Espumantes,113,314863580758.455,5469724.0,57564.8023114977,3.93554027709007,1.02514803039391,82.4951219512195,97.0,60439177617300.06,53058853241782.18,0.963822500932783,cat_B,927.5408049472832,247.0,1061.6652694720624,307576360584.992,60001318628626.31,52892056261488.086,2.35860415399832
Vinhos de mesa,541,314863580758.455,5469724.0,57564.8023114977,3.93554027709007,1.02514803039391,82.4951219512195,97.0,60439177617300.06,53058853241782.18,0.963822500932783,cat_B,5150.501584042985,766.0,7781.731096296742,314863580758.455,60439177617300.06,53058853241782.18,1.02514803039391
Vinhos de mesa,1116,307998545269.398,5535002.0,55645.6068614606,2.97679931634806,-0.522618167075298,82.7439024390244,97.0,54942199916353.15,46534511665121.02,0.9633803236442332,cat_B,3671.35389444639,541.0,5150.501584042985,314863580758.455,60439177617300.06,53058853241782.18,1.02514803039391
Vinhos de mesa,5445,319053943915.005,5607283.0,56899.9181805173,3.58864369582668,-0.532268739716253,82.8463414634146,97.0,52553038407696.89,44191326238865.73,0.9650359502702636,cat_B,17251.08480585983,1116.0,3671.35389444639,307998545269.398,54942199916353.15,46534511665121.02,-0.522618167075298
Suco de uva,6300,343257164581.712,5612253.0,61162.0973932771,4.51292631770927,0.576260310166349,83.0951219512195,97.0,58985868168075.74,49837601607618.29,0.9699614022161251,cat_B,13450.030148498696,5144.0,19742.5079828938,319053943915.005,52553038407696.89,44191326238865.73,-0.532268739716253
Espumantes,47214,376892697588.005,5638676.0,66840.6373389791,3.51711418509255,0.43862011844684,83.2975609756098,97.0,67173775727624.24,55965872948795.94,0.9754559160329556,cat_B,169328.62438323107,113.0,927.5408049472832,343257164581.712,58985868168075.74,49837601607618.29,0.576260310166349
Suco de uva,908,376892697588.005,5638676.0,66840.6373389791,3.51711418509255,0.43862011844684,83.2975609756098,97.0,67173775727624.24,55965872948795.94,0.9754559160329556,cat_B,1691.449883914029,6300.0,13450.030148498696,376892697588.005,67173775727624.24,55965872948795.94,0.43862011844684
Uvas frescas,1705,376892697588.005,5638676.0,66840.6373389791,3.51711418509255,0.43862011844684,83.2975609756098,97.0,67173775727624.24,55965872948795.94,0.9754559160329556,cat_B,6714.581333853696,11480.0,19529.27626459144,376892697588.005,67173775727624.24,55965872948795.94,0.43862011844684
Vinhos de mesa,3298,376892697588.005,5638676.0,66840.6373389791,3.51711418509255,0.43862011844684,83.2975609756098,97.0,67173775727624.24,55965872948795.94,0.9754559160329556,cat_B,14510.991027729217,5445.0,17251.08480585983,376892697588.005,67173775727624.24,55965872948795.94,0.43862011844684
Espumantes,28418,376901649222.451,5703569.0,66081.7199235165,1.34505874082728,0.565260568780326,83.5951219512195,97.0,66447794170470.17,55317983693971.11,0.9764100430678292,cat_B,155126.09821753364,47214.0,169328.62438323107,376892697588.005,67173775727624.24,55965872948795.94,0.43862011844684
Suco de uva,676,376901649222.451,5703569.0,66081.7199235165,1.34505874082728,0.565260568780326,83.5951219512195,97.0,66447794170470.17,55317983693971.11,0.9764100430678292,cat_B,826.992360858494,908.0,1691.449883914029,376901649222.451,66447794170470.17,55317983693971.11,0.565260568780326
Uvas frescas,7081,376901649222.451,5703569.0,66081.7199235165,1.34505874082728,0.565260568780326,83.5951219512195,97.0,66447794170470.17,55317983693971.11,0.9764100430678292,cat_B,29206.081847944704,1705.0,6714.581333853696,376901649222.451,66447794170470.17,55317983693971.11,0.565260568780326
Vinhos de mesa,5044,376901649222.451,5703569.0,66081.7199235165,1.34505874082728,0.565260568780326,83.5951219512195,97.0,66447794170470.17,55317983693971.11,0.9764100430678292,cat_B,23434.313204801743,3298.0,14510.991027729217,376901649222.451,66447794170470.17,55317983693971.11,0.565260568780326
Espumantes,979,349488382610.662,5685807.0,61466.803676358,-3.86979893430043,-0.181916666666634,83.5439024390244,97.0,63451391636987.3,52470592328131.055,0.9725066265673846,cat_B,2658.0013098361355,28418.0,155126.09821753364,376901649222.451,66447794170470.17,55317983693971.11,0.565260568780326
Suco de uva,3526,349488382610.662,5685807.0,61466.803676358,-3.86979893430043,-0.181916666666634,83.5439024390244,97.0,63451391636987.3,52470592328131.055,0.9725066265673846,cat_B,15743.173284752194,676.0,826.992360858494,349488382610.662,63451391636987.3,52470592328131.055,-0.181916666666634
Uvas frescas,6933,349488382610.662,5685807.0,61466.803676358,-3.86979893430043,-0.181916666666634,83.5439024390244,97.0,63451391636987.3,52470592328131.055,0.9725066265673846,cat_B,35636.3677664396,7081.0,29206.081847944704,349488382610.662,63451391636987.3,52470592328131.055,-0.181916666666634
Vinhos de mesa,4049,349488382610.662,5685807.0,61466.803676358,-3.86979893430043,-0.181916666666634,83.5439024390244,97.0,63451391636987.3,52470592328131.055,0.9725066265673846,cat_B,11291.354401474437,5044.0,23434.313204801743,349488382610.662,63451391636987.3,52470592328131.055,-0.181916666666634
Espumantes,525,434111559282.849,5453566.0,79601.4129622433,9.69076687082064,2.30485959040484,83.0926829268293,98.0,79446989653013.89,63716481712087.11,0.9864161178548148,cat_B,1071.985880355759,979.0,2658.0013098361355,349488382610.662,63451391636987.3,52470592328131.055,-0.181916666666634
Suco de uva,2020,434111559282.849,5453566.0,79601.4129622433,9.69076687082064,2.30485959040484,83.0926829268293,98.0,79446989653013.89,63716481712087.11,0.9864161178548148,cat_B,4063.3590065320886,3526.0,15743.173284752194,434111559282.849,79446989653013.89,63716481712087.11,2.30485959040484
Uvas frescas,18086,434111559282.849,5453566.0,79601.4129622433,9.69076687082064,2.30485959040484,83.0926829268293,98.0,79446989653013.89,63716481712087.11,0.9864161178548148,cat_B,161740.21089419493,6933.0,35636.3677664396,434111559282.849,79446989653013.89,63716481712087.11,2.30485959040484
Vinhos de mesa,4504,434111559282.849,5453566.0,79601.4129622433,9.69076687082064,2.30485959040484,83.0926829268293,98.0,79446989653013.89,63716481712087.11,0.9864161178548148,cat_B,16607.677580543972,4049.0,11291.354401474437,434111559282.849,79446989653013.89,63716481712087.11,2.30485959040484
Espumantes,642,498474540987.78,5637022.0,88428.7024226232,3.83807678519807,6.12106004039418,82.8951219512195,98.0,92595151693628.8,73387583803775.61,0.9864161178548148,cat_B,5611.255283524971,525.0,1071.985880355759,434111559282.849,79446989653013.89,63716481712087.11,2.30485959040484
Suco de uva,1449,498474540987.78,5637022.0,88428.7024226232,3.83807678519807,6.12106004039418,82.8951219512195,98.0,92595151693628.8,73387583803775.61,0.9864161178548148,cat_B,2689.329418598692,2020.0,4063.3590065320886,498474540987.78,92595151693628.8,73387583803775.61,6.12106004039418
Uvas frescas,16664,498474540987.78,5637022.0,88428.7024226232,3.83807678519807,6.12106004039418,82.8951219512195,98.0,92595151693628.8,73387583803775.61,0.9864161178548148,cat_B,151019.40604807713,18086.0,161740.21089419493,498474540987.78,92595151693628.8,73387583803775.61,6.12106004039418
Vinhos de mesa,4322,498474540987.78,5637022.0,88428.7024226232,3.83807678519807,6.12106004039418,82.8951219512195,98.0,92595151693628.8,73387583803775.61,0.9864161178548148,cat_B,16543.288260921567,4504.0,16607.677580543972,498474540987.78,92595151693628.8,73387583803775.61,6.12106004039418
Espumantes,209,501427500080.059,5917648.0,84734.2559206054,1.07503175095101,4.82146729476466,82.8951219512195,98.0,87398886031605.0,68665576380712.44,0.9864161178548148,cat_B,616.6671403535257,642.0,5611.255283524971,498474540987.78,92595151693628.8,73387583803775.61,6.12106004039418
